Nom Com,Code Iris,Classement de SCORE GLOBAL region 1,Nom Iris,Population,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES,,DEPARTEMENTS,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES,REGIONS,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES
Aunay-les-Bois,610130000,29 135,Aunay-les-Bois,151,87,109,65,116,84,80,95,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aunay-sous-Auneau,280130000,40 310,Aunay-sous-Auneau,1 468,77,111,58,94,71,76,79,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aunay-sous-Crécy,280140000,24 320,Aunay-sous-Crécy,616,91,103,93,96,82,96,87,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auneau-Bleury-Saint-Symphorien,280150000,20 307,Auneau-Bleury-Saint-Symphorien,5 808,95,105,97,100,86,99,91,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auneuil,600290000,23 834,Auneuil,2 927,92,106,76,81,106,86,98,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aunou-le-Faucon,610140000,24 885,Aunou-le-Faucon,239,91,116,89,104,73,98,83,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aunou-sur-Orne,610150000,35 740,Aunou-sur-Orne,270,82,104,58,81,95,73,90,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auppegard,760360000,39 549,Auppegard,728,78,107,58,79,83,74,82,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aups,830070000,19 522,Aups,2 181,96,91,84,75,120,86,105,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auradé,320160000,46 471,Auradé,670,68,124,43,72,62,70,65,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auradou,470170000,45 038,Auradou,383,71,93,53,61,83,66,75,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auragne,310240000,39 276,Auragne,429,78,106,69,70,78,81,76,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auray,560070105,681,Centre Ville Historique,2 638,139,94,161,135,141,139,139,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auray,560070104,11 246,Zone Sud-Saint Goustan,2 324,105,94,111,90,113,105,106,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auray,560070103,5 412,Za Sud Ouest,1 489,116,94,145,108,102,128,104,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auray,560070102,5 075,Kerdrain-Kerudo,2 626,117,94,158,102,94,137,97,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auray,560070101,3 851,La Gare,4 589,120,94,161,108,99,138,102,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aure,80310000,43 483,Aure,51,73,0,57,55,136,38,109,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aure sur Mer,145910000,24 039,Aure sur Mer,743,92,98,83,109,88,88,95,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurec-sur-Loire,430120000,19 988,Aurec-sur-Loire,6 111,95,98,97,78,101,98,93,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aureil,870050000,42 278,Aureil,1 002,75,115,54,80,73,74,76,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aureilhan,650470102,20 545,Est,3 295,95,98,99,88,93,99,91,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aureilhan,650470101,15 296,Ouest,4 488,100,98,92,87,117,94,107,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aureilhan,400190000,21 648,Aureilhan,1 056,94,100,90,71,106,93,95,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aureille,130060000,34 231,Aureille,1 537,83,105,72,73,88,83,83,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurel,840050000,13 215,Aurel,212,103,94,103,75,121,100,106,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurel,260190000,17 986,Aurel,242,97,90,96,73,115,94,101,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurensan,650480000,41 056,Aurensan,775,76,108,47,80,89,67,86,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurensan,320170000,21 886,Aurensan,135,94,101,76,74,118,84,103,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aureville,310250000,44 730,Aureville,875,71,160,44,80,50,83,60,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriac,640780000,33 386,Auriac,239,84,105,66,84,91,79,89,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriac,190140000,15 764,Auriac,231,100,87,78,52,151,81,118,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriac,110200000,49 223,Auriac,42,35,0,0,28,93,0,71,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriac-du-Périgord,240180000,30 188,Auriac-du-Périgord,377,86,93,73,59,111,79,93,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriac-Lagast,120150000,26 469,Auriac-Lagast,230,90,87,62,51,137,71,108,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriac-l'Église,150130000,12 818,Auriac-l'Église,158,103,74,73,61,170,73,133,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriac-sur-Dropt,470180000,7 421,Auriac-sur-Dropt,180,112,88,120,53,144,109,114,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriac-sur-Vendinelle,310260000,24 635,Auriac-sur-Vendinelle,1 035,91,108,83,68,102,91,91,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriat,230120000,16 331,Auriat,110,99,96,73,50,151,81,118,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auribail,310270000,35 778,Auribail,207,82,106,73,78,79,84,79,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auribeau,840060000,48 637,Auribeau,72,55,0,58,52,83,38,72,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auribeau-sur-Siagne,60070000,33 963,Auribeau-sur-Siagne,3 245,83,118,67,86,81,84,83,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurice,400200000,26 229,Aurice,613,90,98,80,76,102,86,93,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriébat,650490000,20 296,Auriébat,249,95,100,72,90,118,82,109,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurières,630200000,24 676,Aurières,315,91,99,98,69,91,99,83,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurignac,310280000,8 354,Aurignac,1 200,110,97,122,88,116,114,106,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140113,13 725,Belbex,2 070,102,93,85,63,143,88,116,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140112,14 591,Tronquieres,2 218,101,93,81,86,133,85,117,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140111,2 440,Marmiers,1 703,126,93,155,83,134,134,117,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140110,885,Ponetie,1 311,136,93,155,93,161,134,139,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140109,32 669,Zone Verte,1 509,84,93,61,96,97,72,97,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140108,4 845,Limagne,1 986,117,93,128,81,137,116,118,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140107,7 490,Alouettes,2 335,111,93,111,134,110,105,118,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140106,11 188,Vialenc,2 406,105,93,121,99,100,112,99,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140105,1 021,Tivoli,1 623,135,93,154,95,157,133,136,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140104,1 026,Sainte-Eugene,2 172,135,93,188,79,131,156,114,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140103,1 229,Aristide Briand,1 507,133,93,162,63,159,139,127,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140102,717,Saint-Geraud,2 196,138,93,181,225,76,151,126,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurillac,150140101,1 767,Republique,2 917,129,93,138,114,145,123,135,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurimont,320180000,47 820,Aurimont,201,62,100,18,60,89,45,79,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurin,310290000,33 355,Aurin,330,84,126,84,79,64,98,69,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriol,130070104,35 285,Nord Ouest,2 732,82,114,66,99,74,82,82,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriol,130070103,32 687,Sud,3 075,84,114,67,95,82,82,86,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriol,130070102,42 927,Nord Est,3 171,74,114,50,79,76,71,77,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriol,130070101,5 544,Le Centre,2 439,116,114,145,128,81,135,97,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auriolles,330200000,40 779,Auriolles,139,77,83,61,72,92,69,85,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurions-Idernes,640790000,10 175,Aurions-Idernes,104,107,84,130,66,116,115,99,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auris,380200000,19 389,Auris,196,96,93,98,54,116,96,96,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurons,130080000,44 224,Aurons,542,72,132,38,62,82,69,75,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auros,330210000,22 467,Auros,1 017,93,94,92,75,102,93,93,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurouër,30110000,47 502,Aurouër,416,64,92,39,81,66,57,71,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Auroux,480100000,12 908,Auroux,390,103,88,63,50,177,72,135,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aurseulles,140110000,34 529,Aurseulles,1 927,83,103,77,82,79,86,80,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aussac,810200000,35 871,Aussac,259,82,107,76,55,88,86,77,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aussac-Vadalle,160240000,46 910,Aussac-Vadalle,515,66,98,42,79,68,61,72,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Ausseing,310300000,48 913,Ausseing,72,50,0,45,81,67,30,71,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aussevielle,640800000,46 964,Aussevielle,791,66,113,32,118,51,59,73,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aussillon,810210106,37 123,La Rougearie,180,80,88,27,104,119,47,114,,ALPES MARITIMES,93.39,88.188,86.8,85.878,106.398,87.24,99.56,PROVENCE ALPES COTE D AZUR,92.88220758,91.65197694,87.39621087,87.39621087,101.764827,88.80395387,96.96911038
Aussillon,810210105,6 412,La Frucharie,11,114,88,135,0,163,119,108,,ARDECHE,93.26027397,88.33972603,88.82191781,86.29589041,103.6493151,88.64383562,97.87123288,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aussillon,810210104,16 500,Les Auques,1 650,99,88,96,64,125,94,104,,ARDECHE,93.26027397,88.33972603,88.82191781,86.29589041,103.6493151,88.64383562,97.87123288,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aussillon,810210103,2 206,La Falgalarie Est,1 158,127,88,111,56,197,103,150,,ARDECHE,93.26027397,88.33972603,88.82191781,86.29589041,103.6493151,88.64383562,97.87123288,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aussillon,810210102,3 870,La Falgalarie Ouest,1 036,120,88,112,94,157,104,136,,ARDECHE,93.26027397,88.33972603,88.82191781,86.29589041,103.6493151,88.64383562,97.87123288,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aussillon,810210101,18 286,La Maylarie,1 932,97,88,83,65,131,85,109,,ARDECHE,93.26027397,88.33972603,88.82191781,86.29589041,103.6493151,88.64383562,97.87123288,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aussois,730230000,25 629,Aussois,673,90,99,107,74,77,104,76,,ARDECHE,93.26027397,88.33972603,88.82191781,86.29589041,103.6493151,88.64383562,97.87123288,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ausson,310310000,19 460,Ausson,578,96,104,88,46,125,93,98,,ARDECHE,93.26027397,88.33972603,88.82191781,86.29589041,103.6493151,88.64383562,97.87123288,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aussonce,80320000,48 139,Aussonce,214,60,118,33,60,58,62,59,,ARDECHE,93.26027397,88.33972603,88.82191781,86.29589041,103.6493151,88.64383562,97.87123288,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aussonne,310320000,32 149,Aussonne,6 980,85,123,83,86,67,96,73,,ARDECHE,93.26027397,88.33972603,88.82191781,86.29589041,103.6493151,88.64383562,97.87123288,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aussos,324680000,42 495,Aussos,79,75,0,38,44,164,25,124,,ARDECHE,93.26027397,88.33972603,88.82191781,86.29589041,103.6493151,88.64383562,97.87123288,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aussurucq,640810000,25 619,Aussurucq,246,90,89,62,86,121,71,109,,ARDECHE,93.26027397,88.33972603,88.82191781,86.29589041,103.6493151,88.64383562,97.87123288,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Autainville,410060000,42 665,Autainville,440,75,109,47,86,79,68,81,,ARDECHE,93.26027397,88.33972603,88.82191781,86.29589041,103.6493151,88.64383562,97.87123288,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
